collection,name,lrv,r,g,b
Histolith,Histolith Pompejanisch Rot 25,20,176,97,80
Histolith,Histolith Pompejanisch Rot 30,24,189,108,95
Histolith,Histolith Pompejanisch Rot 40,36,210,138,126
Histolith,Histolith Pompejanisch Rot 50,49,225,165,154
Histolith,Histolith Pompejanisch Rot 60,66,237,201,192
Histolith,Histolith Pompejanisch Rot 70,78,239,219,212
Histolith,Histolith Englischrot 0,9,135,58,52
Histolith,Histolith Englischrot 10,11,145,67,62
Histolith,Histolith Englischrot 20,16,161,86,81
Histolith,Histolith Englischrot 30,23,180,108,104
Histolith,Histolith Englischrot 40,34,200,136,133
Histolith,Histolith Englischrot 50,47,218,167,163
Histolith,Histolith Englischrot 60,66,234,201,196
Histolith,Histolith Englischrot 70,78,241,220,213
Histolith,Histolith Oxidrot dunkel 0,9,125,63,64
Histolith,Histolith Oxidrot dunkel 10,11,126,73,71
Histolith,Histolith Oxidrot dunkel 15,18,154,99,90
Histolith,Histolith Oxidrot dunkel 20,17,149,96,94
Histolith,Histolith Oxidrot dunkel 30,25,167,118,118
Histolith,Histolith Oxidrot dunkel 40,38,191,148,147
Histolith,Histolith Oxidrot dunkel 50,52,209,177,173
Histolith,Histolith Oxidrot dunkel 60,70,229,211,206
Histolith,Histolith Oxidrot dunkel 70,80,237,223,219
Histolith,Histolith Caput mortuum 0,9,113,73,67
Histolith,Histolith Caput mortuum 10,12,124,83,78
Histolith,Histolith Caput mortuum 15,10,117,74,74
Histolith,Histolith Caput mortuum 20,20,146,109,105
Histolith,Histolith Caput mortuum 30,29,164,131,127
Histolith,Histolith Caput mortuum 40,42,189,162,158
Histolith,Histolith Caput mortuum 50,56,209,186,182
Histolith,Histolith Caput mortuum 60,72,229,214,210
Histolith,Histolith Umbra gebrannt 0,8,92,70,63
Histolith,Histolith Umbra gebrannt 10,11,105,83,77
Histolith,Histolith Umbra gebrannt 20,18,129,108,102
Histolith,Histolith Umbra gebrannt 30,28,151,132,126
Histolith,Histolith Umbra gebrannt 40,42,179,162,156
Histolith,Histolith Umbra gebrannt 50,56,202,189,184
Histolith,Histolith Umbra gebrannt 60,72,223,212,207
Histolith,Histolith Oxidbraun 00,9,99,76,63
Histolith,Histolith Oxidbraun 0,9,108,78,58
Histolith,Histolith Oxidbraun 10,22,146,117,95
Histolith,Histolith Oxidbraun 20,32,168,140,118
Histolith,Histolith Oxidbraun 23,27,153,133,112
Histolith,Histolith Oxidbraun 25,40,182,158,139
Histolith,Histolith Oxidbraun 30,46,194,171,151
Histolith,Histolith Oxidbraun 40,59,210,192,176
Histolith,Histolith Oxidbraun 55,72,232,216,197
Histolith,Histolith Brauner Ocker 0,13,125,94,65
Histolith,Histolith Brauner Ocker 10,18,138,108,78
Histolith,Histolith Brauner Ocker 20,28,162,133,102
Histolith,Histolith Brauner Ocker 30,38,183,156,126
Histolith,Histolith Brauner Ocker 40,51,202,180,155
Histolith,Histolith Brauner Ocker 50,64,220,203,182
Histolith,Histolith Brauner Ocker 65,71,225,214,197
Histolith,Histolith Dunkler Ocker 0,18,145,104,58
Histolith,Histolith Dunkler Ocker 5,26,167,130,83
Histolith,Histolith Dunkler Ocker 10,33,184,144,93
Histolith,Histolith Dunkler Ocker 20,42,201,165,116
Histolith,Histolith Dunkler Ocker 35,58,223,193,146
Histolith,Histolith Dunkler Ocker 40,66,228,206,174
Histolith,Histolith Dunkler Ocker 50,79,237,222,200
Histolith,Histolith Umbra dunkel 0,9,92,77,65
Histolith,Histolith Umbra dunkel 5,18,118,108,98
Histolith,Histolith Umbra dunkel 10,21,133,118,104
Histolith,Histolith Umbra dunkel 20,31,156,142,127
Histolith,Histolith Umbra dunkel 30,44,180,168,154
Histolith,Histolith Umbra dunkel 40,58,203,194,183
Histolith,Histolith Umbra dunkel 50,74,224,216,206
Histolith,Histolith Umbra natürlich 0,11,98,85,67
Histolith,Histolith Umbra natürlich 5,15,109,98,82
Histolith,Histolith Umbra natürlich 10,14,111,98,79
Histolith,Histolith Umbra natürlich 20,23,137,124,104
Histolith,Histolith Umbra natürlich 30,33,158,147,127
Histolith,Histolith Umbra natürlich 35,27,145,134,118
Histolith,Histolith Umbra natürlich 40,47,185,173,156
Histolith,Histolith Umbra natürlich 50,60,207,199,184
Histolith,Histolith Umbra italienisch 0,14,114,95,67
Histolith,Histolith Umbra italienisch 5,32,162,144,107
Histolith,Histolith Umbra italienisch 10,28,155,137,108
Histolith,Histolith Umbra italienisch 15,37,174,157,128
Histolith,Histolith Umbra italienisch 30,52,193,181,159
Histolith,Histolith Umbra italienisch 40,64,213,204,186
Histolith,Histolith Umbra italienisch 45,74,225,217,201
Histolith,Histolith Umbra italienisch 50,77,230,224,212
Histolith,Histolith Umbra gelblich 0,17,133,106,62
Histolith,Histolith Umbra gelblich 10,32,169,145,100
Histolith,Histolith Umbra gelblich 20,41,185,163,121
Histolith,Histolith Umbra gelblich 30,54,207,189,153
Histolith,Histolith Umbra gelblich 35,40,184,160,125
Histolith,Histolith Umbra gelblich 40,66,221,207,180
Histolith,Histolith Umbra gelblich 50,78,231,222,203
Histolith,Histolith Umbra grünlich 0,11,94,88,69
Histolith,Histolith Umbra grünlich 5,12,97,92,81
Histolith,Histolith Umbra grünlich 8,15,111,101,81
Histolith,Histolith Umbra grünlich 10,15,107,102,83
Histolith,Histolith Umbra grünlich 20,24,133,127,108
Histolith,Histolith Umbra grünlich 30,34,154,151,131
Histolith,Histolith Umbra grünlich 33,48,184,176,155
Histolith,Histolith Umbra grünlich 36,32,147,146,133
Histolith,Histolith Umbra grünlich 38,49,182,177,165
Histolith,Histolith Umbra grünlich 40,48,183,179,162
Histolith,Histolith Umbra grünlich 50,61,202,198,184
Histolith,Histolith Umbra grünlich 60,76,226,222,211
Histolith,Histolith Grüne Erde dunkel 0,11,90,91,73
Histolith,Histolith Grüne Erde dunkel 10,15,101,104,85
Histolith,Histolith Grüne Erde dunkel 20,24,127,129,111
Histolith,Histolith Grüne Erde dunkel 25,23,121,127,112
Histolith,Histolith Grüne Erde dunkel 30,34,151,152,135
Histolith,Histolith Grüne Erde dunkel 40,48,179,180,165
Histolith,Histolith Grüne Erde dunkel 45,58,195,193,175
Histolith,Histolith Grüne Erde dunkel 50,62,202,203,190
Histolith,Histolith Grüne Erde dunkel 60,76,222,221,211
Histolith,Histolith Olivin 0,21,131,122,64
Histolith,Histolith Olivin 10,26,142,135,77
Histolith,Histolith Olivin 20,35,165,155,100
Histolith,Histolith Olivin 30,45,184,176,124
Histolith,Histolith Olivin 40,58,203,196,154
Histolith,Histolith Olivin 50,69,220,214,182
Histolith,Histolith Olivin 60,80,232,227,206
Histolith,Histolith Veroneser Grün 0,17,113,112,70
Histolith,Histolith Veroneser Grün 10,31,150,150,105
Histolith,Histolith Veroneser Grün 20,41,169,168,127
Histolith,Histolith Veroneser Grün 30,55,193,192,157
Histolith,Histolith Veroneser Grün 40,66,211,209,182
Histolith,Histolith Veroneser Grün 50,78,228,225,206
Histolith,Histolith Zinkgrün 0,34,126,157,107
Histolith,Histolith Zinkgrün 10,40,140,170,124
Histolith,Histolith Zinkgrün 20,51,164,188,150
Histolith,Histolith Zinkgrün 30,61,186,205,174
Histolith,Histolith Zinkgrün 40,71,205,218,194
Histolith,Histolith Zinkgrün 50,79,219,226,209
Histolith,Histolith Zinkgrün 60,86,231,231,219
Histolith,Histolith Chromgrün 0,18,90,120,78
Histolith,Histolith Chromgrün 5,28,116,143,110
Histolith,Histolith Chromgrün 10,32,125,153,116
Histolith,Histolith Chromgrün 13,41,159,167,142
Histolith,Histolith Chromgrün 16,54,183,191,157
Histolith,Histolith Chromgrün 20,42,150,174,140
Histolith,Histolith Chromgrün 30,55,177,195,168
Histolith,Histolith Chromgrün 40,67,200,212,192
Histolith,Histolith Chromgrün 50,79,222,226,212
Histolith,Histolith Malachitgrün dunkel 00,16,90,110,98
Histolith,Histolith Malachitgrün dunkel 0,17,83,116,93
Histolith,Histolith Malachitgrün dunkel 10,22,98,130,110
Histolith,Histolith Malachitgrün dunkel 20,33,124,156,136
Histolith,Histolith Malachitgrün dunkel 30,44,149,175,158
Histolith,Histolith Malachitgrün dunkel 40,57,179,199,185
Histolith,Histolith Malachitgrün dunkel 50,69,200,214,203
Histolith,Histolith Malachitgrün dunkel 55,80,211,229,215
Histolith,Histolith Malachitgrün dunkel 60,80,221,227,218
Histolith,Histolith Schweinfurter Grün 0,14,76,105,94
Histolith,Histolith Schweinfurter Grün 5,16,67,108,103
Histolith,Histolith Schweinfurter Grün 10,19,87,119,110
Histolith,Histolith Schweinfurter Grün 15,21,88,124,113
Histolith,Histolith Schweinfurter Grün 18,27,98,138,132
Histolith,Histolith Schweinfurter Grün 20,29,115,146,138
Histolith,Histolith Schweinfurter Grün 25,37,141,157,150
Histolith,Histolith Schweinfurter Grün 28,40,129,169,161
Histolith,Histolith Schweinfurter Grün 30,40,139,167,159
Histolith,Histolith Schweinfurter Grün 40,54,170,192,184
Histolith,Histolith Schweinfurter Grün 50,66,197,211,205
Histolith,Histolith Spanisches Grün 0,16,68,110,110
Histolith,Histolith Spanisches Grün 10,33,111,153,154
Histolith,Histolith Spanisches Grün 20,44,137,173,174
Histolith,Histolith Spanisches Grün 30,57,168,196,196
Histolith,Histolith Spanisches Grün 40,68,193,212,210
Histolith,Histolith Spanisches Grün 50,80,218,230,227
Histolith,Histolith Aquamarin 00,17,97,107,111
Histolith,Histolith Aquamarin 0,14,85,105,108
Histolith,Histolith Aquamarin 10,21,102,122,126
Histolith,Histolith Aquamarin 20,33,132,151,155
Histolith,Histolith Aquamarin 30,44,156,172,174
Histolith,Histolith Aquamarin 40,58,185,197,197
Histolith,Histolith Aquamarin 50,70,206,214,212
Histolith,Histolith Aquamarin 60,81,227,230,226
Histolith,Histolith Grüner Amphibol 5,15,71,102,116
Histolith,Histolith Grüner Amphibol 10,18,81,112,129
Histolith,Histolith Grüner Amphibol 30,27,100,139,151
Histolith,Histolith Feldspat Blau 0,14,75,96,112
Histolith,Histolith Feldspat Blau 20,23,101,125,141
Histolith,Histolith Kobaltblau 0,20,7,120,161
Histolith,Histolith Kobaltblau 10,26,31,136,176
Histolith,Histolith Kobaltblau 20,37,82,158,194
Histolith,Histolith Kobaltblau 30,46,116,179,208
Histolith,Histolith Kobaltblau 35,37,107,161,177
Histolith,Histolith Kobaltblau 40,69,187,215,225
Histolith,Histolith Kobaltblau 50,80,213,228,228
Histolith,Histolith Ultramarinblau 0,17,71,98,188
Histolith,Histolith Ultramarinblau 10,24,92,121,202
Histolith,Histolith Ultramarinblau 20,37,124,149,214
Histolith,Histolith Ultramarinblau 30,48,151,174,221
Histolith,Histolith Ultramarinblau 40,61,177,194,225
Histolith,Histolith Ultramarinblau 50,72,206,216,231
Histolith,Histolith Berliner Blau 0,9,75,79,95
Histolith,Histolith Berliner Blau 10,14,90,98,118
Histolith,Histolith Berliner Blau 13,22,104,118,142
Histolith,Histolith Berliner Blau 15,22,93,119,153
Histolith,Histolith Berliner Blau 18,25,113,126,153
Histolith,Histolith Berliner Blau 20,25,119,129,147
Histolith,Histolith Berliner Blau 30,36,144,153,169
Histolith,Histolith Berliner Blau 40,51,176,183,194
Histolith,Histolith Berliner Blau 50,64,199,204,210
Histolith,Histolith Berliner Blau 60,78,225,226,224
Histolith,Histolith Ultramarinviolett hell 0,29,139,131,162
Histolith,Histolith Ultramarinviolett hell 10,43,169,164,189
Histolith,Histolith Ultramarinviolett hell 20,54,189,186,204
Histolith,Histolith Ultramarinviolett hell 30,66,208,204,217
Histolith,Histolith Ultramarinviolett hell 40,76,218,216,223
Histolith,Histolith Ultramarinviolett brillant 0,25,145,113,169
Histolith,Histolith Ultramarinviolett brillant 10,59,206,190,218
Histolith,Histolith Ultramarinviolett brillant 20,70,221,209,225
Histolith,Histolith Ultramarinviolett brillant 30,78,229,223,232
Histolith,Histolith Ultramarinviolett dunkel 0,12,102,87,102
Histolith,Histolith Ultramarinviolett dunkel 10,19,121,108,123
Histolith,Histolith Ultramarinviolett dunkel 20,31,151,140,154
Histolith,Histolith Ultramarinviolett dunkel 30,42,174,164,175
Histolith,Histolith Ultramarinviolett dunkel 40,57,198,190,198
Histolith,Histolith Ultramarinviolett dunkel 50,69,214,208,211
Histolith,Histolith Ultramarinviolett dunkel 60,81,230,226,224
Histolith,Histolith Purpurit 0,8,82,70,69
Histolith,Histolith Purpurit 10,11,97,86,87
Histolith,Histolith Purpurit 20,19,120,111,114
Histolith,Histolith Purpurit 30,29,144,136,138
Histolith,Histolith Purpurit 40,43,172,165,167
Histolith,Histolith Purpurit 50,57,196,191,191
Histolith,Histolith Purpurit 60,73,222,217,215
Histolith,Histolith Kassler Braun 0,8,85,74,69
Histolith,Histolith Kassler Braun 10,19,122,114,109
Histolith,Histolith Kassler Braun 20,29,146,139,134
Histolith,Histolith Kassler Braun 25,48,178,175,170
Histolith,Histolith Kassler Braun 30,43,175,168,163
Histolith,Histolith Kassler Braun 35,49,184,178,170
Histolith,Histolith Kassler Braun 40,57,197,192,188
Histolith,Histolith Kassler Braun 50,73,222,218,213
Histolith,Histolith Eisenoxidschwarz 0,7,72,68,70
Histolith,Histolith Eisenoxidschwarz 10,10,84,82,86
Histolith,Histolith Eisenoxidschwarz 20,18,110,110,116
Histolith,Histolith Eisenoxidschwarz 30,28,135,135,140
Histolith,Histolith Eisenoxidschwarz 33,41,167,162,162
Histolith,Histolith Eisenoxidschwarz 35,37,163,164,167
Histolith,Histolith Eisenoxidschwarz 40,56,189,188,191
Histolith,Histolith Eisenoxidschwarz 50,73,217,216,216
Histolith_alt,Histolith Weiß 60,82,243,234,226
Histolith_alt,Histolith Roter Odenwälder Ocker 10,20,180,107,79
Histolith_alt,Histolith Oxidbraun 50,75,236,225,215
Histolith_alt,Histolith Brauner Ocker 60,77,240,230,218
Histolith_alt,Histolith Dunkler Ocker 30,55,224,194,153
Histolith_alt,Histolith Umbra italienisch 20,38,180,164,137
Histolith Holzprogramm,histHolz Fränkischrot,,144,75,62
Histolith Holzprogramm,histHolz Englischrot H 506,,160,68,66
Histolith Holzprogramm,histHolz Alemannischrot H 502,,129,67,64
Histolith Holzprogramm,histHolz Terracotta H 505,,146,85,61
Histolith Holzprogramm,histHolz Oxidrot 3009,,120,56,49
Histolith Holzprogramm,histHolz Palisanderbraun,,112,63,53
Histolith Holzprogramm,histHolz Balkenbraun,,116,78,57
Histolith Holzprogramm,histHolz Dunkelbraun 427,,79,62,56
Histolith Holzprogramm,histHolz Oxidbraun H 517,,119,90,65
Histolith Holzprogramm,histHolz Borkenbraun,,87,59,50
Histolith Holzprogramm,histHolz Braunocker H 516,,143,107,69
Histolith Holzprogramm,histHolz Umbra H 508,,114,97,75
Histolith Holzprogramm,histHolz Umbra H 518,,95,88,80
Histolith Holzprogramm,histHolz Grüngrau H 521,,107,107,88
Histolith Holzprogramm,histHolz Oxidgrün 404,,53,68,55
Histolith Holzprogramm,histHolz Umbragrün H 507,,115,109,79
Histolith Holzprogramm,histHolz Westfälischgrün L 455,,85,85,73
Histolith Holzprogramm,histHolz Holsteinergrün L 456,,38,75,66
Histolith Holzprogramm,histHolz Tannengrün,,45,86,57
Histolith Holzprogramm,histHolz Ocker grünlich 413,,182,143,80
Histolith Holzprogramm,histHolz Ocker H 501,,168,123,78
Histolith Holzprogramm,histHolz Grüner Ocker 406,,78,88,57
Histolith Holzprogramm,histHolz Elfenbein 1014,,219,202,163
Histolith Holzprogramm,histHolz Eichengelb,,195,143,58
Histolith Holzprogramm,histHolz Ebenholz,,60,53,53
Histolith Holzprogramm,histHolz Anthrazitgrau 7016,,66,70,76
Histolith Holzprogramm,histHolz Oxidschwarz H 524,,75,84,85
Histolith Holzprogramm,histHolz Fränkischgrau H 512,,113,111,104
Histolith Holzprogramm,histHolz Grau 422,,137,131,126
Histolith Holzprogramm,histHolz Rauchgrau,,163,159,147
Histolith Holzprogramm,histHolz Hellgrau 419,,188,184,173
Histolith Holzprogramm,histHolz Friesenblau,,90,121,151
Histolith Holzprogramm,histHolz Antikblau L 459,,55,70,87
Histolith Holzprogramm,histHolz Silberblau H 515,,139,148,150
Histolith Holzprogramm,histHolz Blauanthrazit L 458,,75,98,109
Histolith Holzprogramm,histHolz Bayrischblau L 457,,44,126,161
LackChamp_Caparol,3D Hellweiß,89,243,239,234
LackChamp_Caparol,3D Agave 60,86,244,242,235
LackChamp_Caparol,3D Grauweiß,82,238,233,228
LackChamp_Caparol,3D Lazur 60,84,241,239,238
LackChamp_Caparol,3D Granit 60,72,224,222,219
LackChamp_Caparol,3D Onyx 60,81,243,235,227
LackChamp_Caparol,3D Marill 60,68,232,217,201
LackChamp_Caparol,3D Cremeweiß,76,234,226,211
LackChamp_Caparol,3D Curry 15,67,221,212,193
LackChamp_Caparol,3D Curcuma 90,74,240,225,200
LackChamp_Caparol,3D Ginster 60,77,246,230,207
LackChamp_Caparol,3D Tundra 25,73,228,222,208
LackChamp_Caparol,3D Jade 55,67,217,213,205
LackChamp_Caparol,3D Jura 50,57,197,195,190
LackChamp_Caparol,3D Venato 55,64,207,207,206
LackChamp_Caparol,3D Agave 15,42,171,170,165
LackChamp_Caparol,LC Monte 10,26,141,138,131
LackChamp_Caparol,3D Palazzo 105,35,167,155,139
LackChamp_Caparol,3D Curry 5,43,184,172,143
LackChamp_Caparol,3D Curry 10,55,203,193,168
LackChamp_Caparol,3D Melisse 5,58,202,196,186
LackChamp_Caparol,3D Oase 55,68,213,215,205
LackChamp_Caparol,LC Monte 20,43,165,176,168
LackChamp_Caparol,LC Monte 30,54,191,195,191
LackChamp_Caparol,3D Verona 50,54,188,191,189
LackChamp_Caparol,3D Coelin 40,50,175,185,191
LackChamp_Caparol,LC Monte 25,39,148,168,170
LackChamp_Caparol,3D Arctis 45,28,126,140,145
LackChamp_Caparol,3D Venato 15,15,100,102,103
LackChamp_Caparol,3D Venato 25,23,123,125,127
LackChamp_Caparol,3D Granit 35,34,152,151,149
LackChamp_Caparol,LC Monte 5,23,139,126,124
LackChamp_Caparol,3D Papaya 15,26,147,126,116
LackChamp_Caparol,LC Bruno 5,13,103,90,85
LackChamp_Caparol,LC Bruno 15,14,112,95,79
LackChamp_Caparol,3D Palazzo 135,22,137,122,101
LackChamp_Caparol,LC Bruno 10,7,79,58,47
LackChamp_Caparol,LC Universo 25,6,70,53,48
LackChamp_Caparol,3D Palazzo 65,7,70,63,55
LackChamp_Caparol,3D Mai 5,16,107,105,99
LackChamp_Caparol,3D Verona 35,13,82,91,91
LackChamp_Caparol,3D Patina 35,9,67,77,74
LackChamp_Caparol,LC Universo 15,6,44,54,53
LackChamp_Caparol,LC Universo 20,6,37,57,57
LackChamp_Caparol,LC Universo 10,5,45,51,59
LackChamp_Caparol,3D Venato 5,7,58,61,61
LackChamp_Caparol,3D Oliv 5,5,36,33,33
LackChamp_Caparol,LC Universo 5,6,50,49,52
LackChamp_Caparol,LC Universo 30,5,53,43,52
LackChamp_Caparol,LC Mars 5,9,96,69,74
LackChamp_Caparol,LC Mars 10,6,82,48,56
LackChamp_Caparol,LC Mars 15,8,117,42,59
LackChamp_Caparol,3D Barolo 95,9,138,37,48
LackChamp_Caparol,3D Barolo 125,11,167,32,54
LackChamp_Caparol,3D Grenadin 135,30,209,120,113
LackChamp_Caparol,LC Mars 30,30,253,102,87
LackChamp_Caparol,LC Mars 25,15,214,26,45
LackChamp_Caparol,LC Mars 20,8,127,42,46
LackChamp_Caparol,3D Magma 35,10,111,66,55
LackChamp_Caparol,3D Rubin 15,10,126,44,33
LackChamp_Caparol,3D Cameo 125,15,163,79,61
LackChamp_Caparol,LC Solaris 5,27,255,89,6
LackChamp_Caparol,LC Solaris 10,35,255,119,19
LackChamp_Caparol,LC Solaris 15,47,255,159,53
LackChamp_Caparol,3D Onyx 160,34,192,147,94
LackChamp_Caparol,LC Bruno 20,14,127,89,67
LackChamp_Caparol,LC Bruno 25,18,161,101,55
LackChamp_Caparol,3D Siena 155,28,196,126,60
LackChamp_Caparol,3D Marill 105,54,237,187,113
LackChamp_Caparol,3D Marill 115,65,243,206,157
LackChamp_Caparol,3D Marill 95,40,218,159,59
LackChamp_Caparol,LC Solaris 20,56,255,188,0
LackChamp_Caparol,3D Curcuma 115,75,253,223,160
LackChamp_Caparol,3D Ginster 80,61,223,203,164
LackChamp_Caparol,3D Ginster 95,53,217,187,136
LackChamp_Caparol,3D Curry 140,68,250,218,95
LackChamp_Caparol,LC Solaris 25,38,198,162,0
LackChamp_Caparol,LC Flora 30,85,247,239,202
LackChamp_Caparol,3D Pinie 100,39,141,176,68
LackChamp_Caparol,3D Laser 65,23,0,138,51
LackChamp_Caparol,LC Flora 25,41,173,175,131
LackChamp_Caparol,3D Melisse 70,29,152,143,112
LackChamp_Caparol,3D Pinie 20,37,160,161,145
LackChamp_Caparol,3D Oase 40,12,86,96,81
LackChamp_Caparol,LC Flora 15,12,62,94,76
LackChamp_Caparol,3D Verdo 15,8,19,68,45
LackChamp_Caparol,3D Patina 45,15,87,106,102
LackChamp_Caparol,3D Verona 100,19,81,118,120
LackChamp_Caparol,LC Flora 10,9,24,78,85
LackChamp_Caparol,LC Flora 5,8,33,69,71
LackChamp_Caparol,3D Peru 25,8,0,64,75
LackChamp_Caparol,3D Verona 130,16,0,112,121
LackChamp_Caparol,3D Arctis 110,48,115,184,205
LackChamp_Caparol,3D Pacific 175,36,100,158,191
LackChamp_Caparol,LC Aqua 30,22,102,128,144
LackChamp_Caparol,3D Pacific 95,6,33,58,82
LackChamp_Caparol,LC Aqua 15,13,0,90,166
LackChamp_Caparol,LC Aqua 25,16,96,107,126
LackChamp_Caparol,3D Lazur 160,15,67,100,139
LackChamp_Caparol,LC Aqua 10,7,37,61,104
LackChamp_Caparol,LC Aqua 5,6,46,60,81
LackChamp_RAL,RAL 1000,52,203,190,138
LackChamp_RAL,RAL 1001,48,205,178,133
LackChamp_RAL,RAL 1002,45,209,174,112
LackChamp_RAL,RAL 1003,50,247,178,19
LackChamp_RAL,RAL 1004,43,225,164,21
LackChamp_RAL,RAL 1005,35,202,150,27
LackChamp_RAL,RAL 1006,38,226,155,21
LackChamp_RAL,RAL 1007,38,234,151,12
LackChamp_RAL,RAL 1011,28,176,134,87
LackChamp_RAL,RAL 1012,49,217,181,56
LackChamp_RAL,RAL 1013,71,230,222,201
LackChamp_RAL,RAL 1014,59,217,198,153
LackChamp_RAL,RAL 1015,68,231,213,182
LackChamp_RAL,RAL 1016,73,238,229,78
LackChamp_RAL,RAL 1017,51,247,177,87
LackChamp_RAL,RAL 1018,65,245,211,64
LackChamp_RAL,RAL 1019,31,164,145,121
LackChamp_RAL,RAL 1020,30,160,147,102
LackChamp_RAL,RAL 1021,55,244,196,0
LackChamp_RAL,RAL 1023,55,243,192,0
LackChamp_RAL,RAL 1024,33,184,149,80
LackChamp_RAL,RAL 1027,26,165,135,48
LackChamp_RAL,RAL 1028,47,255,170,0
LackChamp_RAL,RAL 1032,44,221,169,28
LackChamp_RAL,RAL 1033,45,248,163,41
LackChamp_RAL,RAL 1034,45,238,162,86
LackChamp_RAL,RAL 1037,41,238,154,26
LackChamp_RAL,RAL 2000,29,222,117,34
LackChamp_RAL,RAL 2001,18,190,78,46
LackChamp_RAL,RAL 2002,17,200,57,46
LackChamp_RAL,RAL 2003,36,254,127,53
LackChamp_RAL,RAL 2004,24,236,92,42
LackChamp_RAL,RAL 2008,31,243,111,46
LackChamp_RAL,RAL 2009,24,229,88,35
LackChamp_RAL,RAL 2010,24,211,94,50
LackChamp_RAL,RAL 2011,31,233,117,48
LackChamp_RAL,RAL 2012,26,219,101,77
LackChamp_RAL,RAL 3000,13,177,49,53
LackChamp_RAL,RAL 3001,12,169,46,55
LackChamp_RAL,RAL 3002,11,169,40,51
LackChamp_RAL,RAL 3003,9,147,36,53
LackChamp_RAL,RAL 3004,8,120,44,57
LackChamp_RAL,RAL 3005,7,101,40,54
LackChamp_RAL,RAL 3007,6,73,45,52
LackChamp_RAL,RAL 3009,9,115,56,55
LackChamp_RAL,RAL 3011,9,129,46,53
LackChamp_RAL,RAL 3012,33,202,135,112
LackChamp_RAL,RAL 3013,12,160,51,52
LackChamp_RAL,RAL 3014,28,212,111,117
LackChamp_RAL,RAL 3015,45,224,160,167
LackChamp_RAL,RAL 3016,14,172,65,59
LackChamp_RAL,RAL 3017,22,211,82,93
LackChamp_RAL,RAL 3018,19,208,63,80
LackChamp_RAL,RAL 3020,15,197,39,49
LackChamp_RAL,RAL 3022,26,213,105,84
LackChamp_RAL,RAL 3027,14,185,38,69
LackChamp_RAL,RAL 3031,14,178,56,65
LackChamp_RAL,RAL 4001,18,138,94,130
LackChamp_RAL,RAL 4002,13,152,63,83
LackChamp_RAL,RAL 4003,25,206,92,138
LackChamp_RAL,RAL 4004,7,110,37,65
LackChamp_RAL,RAL 4005,19,128,99,151
LackChamp_RAL,RAL 4006,13,156,54,115
LackChamp_RAL,RAL 4007,7,81,45,68
LackChamp_RAL,RAL 4008,15,148,73,128
LackChamp_RAL,RAL 4009,29,161,133,143
LackChamp_RAL,RAL 4010,19,199,61,117
LackChamp_RAL,RAL 5000,10,54,77,111
LackChamp_RAL,RAL 5001,9,38,74,103
LackChamp_RAL,RAL 5002,8,39,55,124
LackChamp_RAL,RAL 5003,7,42,57,90
LackChamp_RAL,RAL 5004,5,48,49,61
LackChamp_RAL,RAL 5005,10,0,75,134
LackChamp_RAL,RAL 5007,16,60,101,139
LackChamp_RAL,RAL 5008,7,53,63,75
LackChamp_RAL,RAL 5009,12,44,90,121
LackChamp_RAL,RAL 5010,10,4,72,126
LackChamp_RAL,RAL 5011,6,45,51,69
LackChamp_RAL,RAL 5012,24,40,128,181
LackChamp_RAL,RAL 5013,7,49,58,90
LackChamp_RAL,RAL 5014,22,103,120,148
LackChamp_RAL,RAL 5015,20,0,113,173
LackChamp_RAL,RAL 5017,12,0,82,140
LackChamp_RAL,RAL 5018,23,31,133,142
LackChamp_RAL,RAL 5019,12,15,88,133
LackChamp_RAL,RAL 5020,7,12,65,83
LackChamp_RAL,RAL 5021,16,0,111,122
LackChamp_RAL,RAL 5022,6,50,48,93
LackChamp_RAL,RAL 5023,16,75,103,140
LackChamp_RAL,RAL 5024,29,97,142,170
LackChamp_RAL,RAL 6000,17,58,117,100
LackChamp_RAL,RAL 6001,14,53,108,67
LackChamp_RAL,RAL 6002,11,51,93,57
LackChamp_RAL,RAL 6003,11,79,85,65
LackChamp_RAL,RAL 6004,8,30,70,75
LackChamp_RAL,RAL 6005,7,33,71,63
LackChamp_RAL,RAL 6006,8,68,66,61
LackChamp_RAL,RAL 6007,7,55,61,54
LackChamp_RAL,RAL 6008,6,59,59,53
LackChamp_RAL,RAL 6009,6,48,60,55
LackChamp_RAL,RAL 6010,15,67,113,63
LackChamp_RAL,RAL 6011,21,102,126,93
LackChamp_RAL,RAL 6012,7,53,65,66
LackChamp_RAL,RAL 6013,21,123,120,91
LackChamp_RAL,RAL 6014,8,73,67,59
LackChamp_RAL,RAL 6015,7,64,65,61
LackChamp_RAL,RAL 6016,13,0,104,85
LackChamp_RAL,RAL 6017,20,79,131,71
LackChamp_RAL,RAL 6018,28,79,154,70
LackChamp_RAL,RAL 6019,59,180,208,174
LackChamp_RAL,RAL 6020,9,63,76,63
LackChamp_RAL,RAL 6021,33,132,155,121
LackChamp_RAL,RAL 6022,7,66,60,53
LackChamp_RAL,RAL 6024,20,0,131,90
LackChamp_RAL,RAL 6025,16,88,113,68
LackChamp_RAL,RAL 6026,11,0,90,84
LackChamp_RAL,RAL 6027,45,121,183,181
LackChamp_RAL,RAL 6028,11,55,85,75
LackChamp_RAL,RAL 6029,14,0,109,72
LackChamp_RAL,RAL 6032,19,15,127,89
